COORDX;COORDY;TIPO_UNID;NOME;NUMERO;CNES;HORARIO_FU;MUNICIPIO;JURISDICAO;ORIG_FID;BAIRRO;COD_MUN;CEP;SITUACAO;ZONA;LOGRADOURO;DATA;TELEFONE;SIGLA;EMAIL;GESTAO;SIGLA_EXTE;TIPO_ESTAB;FONTE;Id
-40,2743771702107;-19,8226560083456;"""""";FARMACIA DE ALTO CUSTO;S/N;9784128;;Aracruz;Municipal;;CENTRO;320060;29199524;;;RUA DA ALEGRIA;23/08/2019;"""""";;"""""";M;;009;;357
-40,6037307348115;-20,7956910383235;"""""";UNIDADE ESF ESB DE RECANTO DO SOL;S/N;2522926;;Anchieta;Municipal;;RECANTO DO SOL;320040;29230000;;;RECANTO DO SOL;16/09/2019;(28) 35365194;;css.anchieta@gmail.com;M;;016;;358
-40,6335993777958;-20,8126805145858;"""""";CEU CENTRO DE ESPECIALIDADES UNIFICADO;S/N;4044355;;Anchieta;Municipal;;VILA RESIDENCIAL SAM;320040;29230000;;;RODOVIA DO SOL;03/09/2019;(28) 3536-2456;;css.anchieta@gmail.com;M;;016;;359
-40,0623151635654;-19,3997015116142;"""""";FARMACIA BASICA;276;7360525;;Linhares;Municipal;;ARACA;320320;29901446;;;RUA MONSENHOR PEDRINHA;13/06/2019;3372-3929;;farmacia.basisca@linhares.es.gov.br;M;;009;;360
-40,5391221485025;-19,0426093920786;"""""";PSF DA CACHOEIRA DA ONCA;47;3037223;;São Gabriel da Palha;Municipal;;CACHOEIRA DA ONCA;320470;29780000;;;AVENIDA FRANCISCO RONDELLI;22/10/2019;(27)3727-3431;;sms.sgpalha@saude.es.gov.br;M;;016;;361
-40,8909997735956;-18,7549994747892;"""""";APAE DE BARRA DE SAO FRANCISCO;550;3463176;;Barra de São Francisco;Municipal;;BAMBE;320090;29800000;;;R VEREADOR TITO VALDEMAR VIEIRA;05/11/2019;(027)3756 1565;;apae@brsite.com.br;M;;016;;362
-41,0304921290495;-19,5045555301391;"""""";USF DO ROSARIO II;50;7391862;;Baixo Guandu;Municipal;;ROSARIO II;320080;29730000;;;RUA SANTOS DUMONT;29/07/2019;"""""";;DUANA.BENIFICIO@HOTMAIL.COM;M;;016;;363
-40,2212905350203;-18,7299849515859;"""""";USF NESTOR GOMES 2 KM41;S/N;7395256;;São Mateus;Municipal;;CENTRO;320490;29932400;;;RODOVIA SAO MATEUS NOVA VENECIA;16/10/2019;"""""";;"""""";M;;001;;364
-39,8684514101972;-18,7157593325976;"""""";CLINICA MUNICIPAL DE FISIOTERAPIA KARLA CRISTINA M NOGUEIRA;S/N;6591957;;São Mateus;Municipal;;BOA VISTA;320490;29930480;;;RUA OTILIA PIROLA DAIA;29/10/2019;"""""";;"""""";M;;015;;365
-39,7091159052107;-18,4204323045424;"""""";UNIDADE DE SAUDE DA FAMILIA DE ITAUNAS;S/N;2483874;;Conceição da Barra;Municipal;;CENTRO;320160;29960000;;;RUA EVANDRO RODRIGUES BARCELLOS;28/05/2019;(27)37621996;;"""""";M;;001;;366
-41,3570018078043;-21,0724886535883;"""""";ESF MORRO DA PALHA;S/N;2448149;;Mimoso do Sul;Municipal;;MORRO DA PALHA;320340;29400000;;;RUA CRISPIM BRAGA;06/12/2019;(28)35551333;;semus@dci.org.br;M;;016;;367
-41,3438705311581;-21,0495809946623;"""""";PSF VILA DA PENHA MANGUEIRA;S/N;2448122;;Mimoso do Sul;Municipal;;MANGUEIRA;320340;29400000;;;RUA FRANCISCO CHANCA;07/11/2019;(28)35551333;;semus@dci.org.br;M;;016;;368
-41,4932352493979;-21,0759500696718;"""""";U S DE SAO PEDRO DO ITABAPOANA;S/N;2447967;;Mimoso do Sul;Municipal;;S PEDRO ITABAPOANA;320340;29400000;;;RUA PRINCIPAL;07/11/2019;(28)35551333;;semus@dci.org.br;M;;016;;369
-41,4932352493979;-21,0759500696718;"""""";US DE SAO JOSE DAS TORRES;S/N;2447991;;Mimoso do Sul;Municipal;;S JOSE DAS TORRES;320340;29400000;;;RUA PRINCIPAL;07/11/2019;(28)35551333;;semus@dci.org.br;M;;016;;370
-40,9457173347083;-20,1524180453786;"""""";UNIDADE MOVEL TERRESTRE DE SANTA MARIA DE JETIBA;S/N;6627927;;Santa Maria de Jetibá;Municipal;;CENTRO;320455;29645000;;;RUA HERMAN MIRTSCHINK;28/08/2019;"""""";;"""""";M;;013;;371
-40,2638647475926;-19,8134877708574;"""""";CCZ CENTRO DE CONTROLE DE ZOONOSES DE ARACRUZ;S/N;6671772;;Aracruz;Municipal;;VILA NOVA;320060;29190970;;;RODOVIA PROJETADA ARACRUZ GUARANA;19/08/2019;(27) 3296-1365;;semsa.ccz@aracruz.es.gov.br;M;;021;;372
-40,6310003775325;-19,5389991497299;"""""";US1 ACAMPAMENTO LUIZ IGLESIAS;S/N;2446073;;Colatina;Municipal;;ACAMPAMENTO;320150;29700060;;;RUA PRINCIPAL;25/06/2019;(27)3177 7107;;saude.ecaa@uol.com.br;M;;001;;373
-40,6317264357484;-19,5365262317385;"""""";HOSPITAL E MATERNIDADE SILVIO AVIDOS;307;2446030;;Colatina;Municipal;;CENTRO;320150;29700060;;;RUA CASSIANO CASTELO;07/11/2019;(27)3721-1109;;iesphmsa@intercol.com.br;M;;006;;374
-40,9342969764558;-20,8620093908911;"""""";SECRETARIA MUNICIPAL DE SAUDE DE RIO NOVO DO SUL;01;6766021;;Rio Novo do Sul;Municipal;;CENTRO;320440;29290000;;;RUA CORONEL JOAQUIM ALVES;15/08/2019;(28) 3533-0330;;faturamentosaude@rionovodosul.es.gov.br;M;;002;;375
-40,2696310576723;-19,8341734948977;"""""";CENTRO DE ATENCAO PSICOSSOCIAL CAPS II;04;6644678;;Aracruz;Municipal;;BELA VISTA;320060;29192084;;;RUA ERNESTO MAIOLI;28/11/2019;(27) 3270-7995;;semsa.smental@aracruz.es.gov.br;M;;017;;376
-41,5359997620468;-20,3459947643842;"""""";UNIDADE DE VIGILANCIA SANITARIA;S/N;2628112;;Iúna;Municipal;;QUILOMBO;320300;29390000;;;RUA PREFEITO ANTONIO ALCERDA;01/07/2019;28 -35453106;;"""""";M;;022;;377
-40,8160238993051;-21,0172883896559;"""""";ESF CAIC;S/N;3182711;;Marataízes;Municipal;;BARRA DO ITAPEMIRIM;320332;29345000;;;RUA PEDRO MARVILA;08/07/2019;(28)35323376;;"""""";M;;001;;378
-40,2968485073445;-20,3328986809353;"""""";CENTRO DE REFERENCIA EM IST AIDS E HEPATITES VIRAIS;1803;6760953;;Vila Velha;Municipal;;CENTRO;320520;29100041;;;RUA CASTELO BRANCO;21/08/2019;02731399151;;dstaids.saude@vilavelha.es.gov.br;M;;016;;379
-40,3700001337514;-19,8319945012663;"""""";UNIDADE SANITARIA DE IBIRACU;S/N;2402947;;Ibiraçu;Municipal;;PROFESSORA ERICINA;320250;29670000;;;RUA MARTINS PESCADORES;06/09/2019;(27)32572574;;sms.ibiracu@saude.es.gov.br;M;;001;;380
-41,6670001621547;-20,5409968490638;"""""";UNIDADE SANITARIA DE SAO JOSE PSF;S/N;2447401;;Ibitirama;Municipal;;SAO JOSE;320255;29540000;;;RUA PRINCIPAL;17/05/2019;(28)35691169;;ibitiramasaude@bol.com.br;M;;001;;381
-41,6670001621547;-20,5409968490638;"""""";UNIDADE SANITARIA DA PRATINHA PSF;01;2447436;;Ibitirama;Municipal;;PRATINHA;320255;29540000;;;RUA PRINCIPAL;05/07/2019;(28)35691169;;ibitiramasaude@bol.com.br;M;;002;;382
-40,8331882266327;-20,7643084576699;"""""";UBSF ANACLETO EUGENIO CREMONINI;S/N;2446464;;Iconha;Municipal;;BOM DESTINO;320260;29280000;;;RUA PROJETADA;04/12/2018;(28)35371472;;sms.iconha@saude.es.gov.br;M;;001;;383
-40,4199996030745;-20,2639948661859;"""""";US PORTO DE SANTANA;S/N;2466139;;Cariacica;Municipal;;PORTO DE SANTANA;320130;29153010;;;RUA GABINOS RIOS;03/09/2019;27 32868341/33861031;;"""""";M;;001;;384
-40,2990747823137;-18,540795106844;"""""";VIGILANCIA SANITARIA;87;2485346;;Boa Esperança;Municipal;;CENTR0;320100;29845000;;;PRACA ANGELINA SPAGNOU COVRE;01/07/2019;(27)37681350;;saude@pmbe.com.br;M;;021;;385
-40,2969127525089;-20,3329072388193;"""""";SECRETARIA MUNICIPAL DE SAUDE;1803;6689477;;Vila Velha;Municipal;;CENTRO;320520;29100041;;;CASTELO BRANCO;11/09/2019;"""""";;"""""";M;;002;;386
-41,413319324636;-20,4643129350867;"""""";SECRETARIA MUNICIPAL DE SAUDE;S/N;6702252;;Muniz Freire;Municipal;;CENTRO;320370;29380000;;;RUA ANTONIO BAZZARELLA;31/05/2019;28 35441402;;sms.mfreire@saude.es.gov.br;M;;002;;387
-40,497494175505;-20,3912712563961;"""""";SECRETARIA MUNICIPAL DE SAUDE DE VIANA;001;6669565;;Viana;Municipal;;CENTRO;320510;29130915;;;AVENIDA FLORENTINO AVIDOS;06/08/2019;27 21246749;;"""""";M;;002;;388
-40,3681575560519;-18,1303781236495;"""""";ESF VI DECAO;S/N;6670237;;Montanha;Municipal;;DECAO;320350;29890000;;;RUA CONCEICAIO DA BARRA;04/12/2019;27-99574-7790;;"""""";M;;001;;389
-41,6748550938781;-20,7713569805904;"""""";NASF NUCLEO DE APOIO A SAUDE DA FAMILIA;86;6806236;;Guaçui;Municipal;;CENTRO;320230;29560000;;;AV MARECHAL FLORIANO;05/07/2019;35534586;;"""""";M;;013;;390
-41,1908642427831;-20,9174723693292;"""""";AMBULATORIO MUNICIPAL WALTER MACHADO;S/N;6791697;;Atílio Vivacqua;Municipal;;NOSSA SENHORA APAREC;320070;29490000;;;NOSSA SENHORA APARECIDA;24/10/2019;(28)3538-1134;;saude@pmav.es.gov.br;M;;016;;391
-40,0720001181913;-19,3910061825386;"""""";CENTRAL DE REGULACAO MUNICIPAL;S/N;6536042;;Linhares;Municipal;;COLINA;320320;29900070;;;AVENIDA GOVERNADOR BLEY;31/05/2019;27-3372-1530;;"""""";M;;003;;392
-40,8339997660476;-21,0109987898425;"""""";SECRETARIA MUNICIPAL DE SAUDE DE ITAPEMIRIM;S/N;2447258;;Itapemirim;Municipal;;CENTRO;320280;29330000;;;AVENIDA CRISTIANO DIAS LOPES;30/08/2019;28-35296034;;saude@itapemirim.es.gov.br;M;;001;;393
-40,6419900583359;-20,7990056068018;"""""";PRONTO ATENDIMENTO MUNICIPAL;S/N;2499576;;Anchieta;Municipal;;VILA RESIDENCIAL;320040;29230000;;;ROD DO SOL;16/09/2019;(28)35362456;;sms.anchieta@saude.es.gov.br;M;;008;;394
-40,6470538657569;-20,8051446998934;"""""";UNIDADE ESF ESB CENTRO I;S/N;4044436;;Anchieta;Municipal;;ALVORADA;320040;29230000;;;RUA MARECHAL FLORIANO PEIXOTO;16/09/2019;(28)35362510;;css.anchieta@gmail.com;M;;016;;395
-40,7833102736278;-20,7121191485505;"""""";UNIDADE ESF ESB DE ALTO PONGAL;S/N;4044460;;Anchieta;Municipal;;ALTO PONGAL;320040;29230000;;;ALTO PONGAL;16/09/2019;(28) 35366195;;css.anchieta@gmail.com;M;;016;;396
-41,6410000950181;-20,3449979489208;"""""";PRONTO ATENDIMENTO MUNICIPAL DE IRUPI;570;6487874;;Irupi;Municipal;;JOAO TOMAZ;320265;29398000;;;RUA JOAO COSTA;19/11/2019;"""""";;"""""";M;;008;;397
-41,3923641337458;-20,7878524854869;"""""";SECRETARIA MUNICIPAL DE SAUDE;08;6513263;;Jerônimo Monteiro;Municipal;;CENTRO;320310;29550000;;;AVENIDA DR JOSE FARAH;05/08/2019;(28) 3558-1726;;secretariajm@bol.com.br;M;;002;;398
-41,5082148757274;-20,2350229087503;"""""";PRONTO ATENDIMENTO MUNICIPAL ELIANA SARAIVA T CARVALHO;S/N;6517862;;Ibatiba;Municipal;;CENTRO;320245;29395000;;;AV MARIO ANDREAZZA;24/10/2019;2835431136;;sms.ibatiba@saude.es.gov.br;M;;008;;399
-40,3984079458205;-18,7117134803534;"""""";CENTRO DE ATENDIMENTO MEDICO E DIAGNOSTICO XAPH ABRAHAO;20;6298427;;Nova Venécia;Municipal;;CENTRO;320390;29830000;;;TRAVESSA SAO MATEUS;11/06/2019;(27) 3752-8934;;"""""";M;;001;;400
-40,542000302386;-19,4129974653808;"""""";POSTO DE SAUDE DE MONTE SINAI;S/N;6285872;;Marilândia;Municipal;;MONTE SINAI;320335;29725000;;;RUA LUIZ CAVALARI;27/05/2019;"""""";;"""""";M;;001;;401
-40,4532156157473;-20,618497698248;"""""";UNIDADE DE SAUDE DA FAMILIA DE SANTA MONICA;S/N;3467619;;Guarapari;Municipal;;SANTA MONICA;320240;29221230;;;RUA MONTE CARLO;20/09/2019;(27)3262 2992;;"""""";M;;001;;402
-40,3366717028109;-20,3215585380294;"""""";CENTRO DE SAUDE LINHARES UNIDADE SANITARIA US3;S/N;2403668;;Linhares;Municipal;;COLINA;320320;29900380;;;RUA GOVERNADOR BLEY;07/10/2019;27-3372-2133 / 2077;;centro.saude@linhares.es.gov.br;M;;016;;403
-40,0720001181913;-19,3910061825386;"""""";UNIDADE DE SAUDE LINHARES V MARIA SOUZA DOS SANTOS;S/N;2466279;;Linhares;Municipal;;LINHARES V;320320;29905380;;;RUA MARIA GIURIATO FRISSO;27/06/2019;(27)3372-1762-;;us.linhares5@linhares.es.gov.br;M;;001;;404
-40,0720001181913;-19,3910061825386;"""""";UNIDADE DE SAUDE SHELL CATARINA ROMANHA LORENZUTTI;S/N;2403641;;Linhares;Municipal;;SHELL;320320;29901395;;;AVENIDA CACHOEIRO DE ITAPEMIRIM;04/09/2019;(27)3372-2139;;"""""";M;;001;;405
-40,0720001181913;-19,3910061825386;"""""";UNIDADE DE SAUDE INTERLAGOS II MAURICIO BADIANI;S/N;2654768;;Linhares;Municipal;;INTERLAGOS II;320320;29903186;;;AVENIDA PADRE MANOEL DA NOBREGA;27/06/2019;(27)3372-2169 / 3283;;us.interlagos2@linhares.es.gov.br;M;;001;;406
-40,4003162403408;-18,708762592455;"""""";FARMACIA CIDADA ESTADUAL DE NOVA VENECIA;26;6461425;;Nova Venécia;Estadual;;MARGARETH;320390;29830000;;;RUA PIUMA;24/07/2019;(27)3752-2176;;"""""";E;;009;;407
-40,2479835812178;-20,1567687073798;"""""";ESF DE PLANALTO SERRANO BLOCO A;S/N;2499509;;Serra;Municipal;;PLANALTO SERRANO;320500;29178270;;;RUA PLANALTO;25/06/2019;(27) 3251-9270;;ubs.planaltoserranoba.sesa@serra.es.gov.br;M;;016;;408
-41,1128009173079;-20,7830968780155;"""""";PENITENCIARIA REGIONAL DE CACHOEIRO DE ITAPEMIRIM;01;6419925;;Cachoeiro de Itapemirim;Estadual;;MONTE LIBANO;320120;29300970;;;FAZENDA MONTE LIBANO;03/10/2019;28-3524-2308;;segurancadopaciente@sejus.es.gov.br;E;;001;;409
-41,1264085734281;-20,0748585251887;"""""";CENTRO DE REABILITACAO FISICA;138;6283357;;Afonso Cláudio;Municipal;;CENTRO;320010;29600000;;;RUA JOSE GIESTAS;13/11/2019;"""""";;"""""";M;;015;;410
-41,1849999207017;-20,6040020089372;"""""";CENTRO INTEGRADO DE ANTENDIMENTO A MULHER CIAM;574;2547236;;Castelo;Municipal;;CENTRO;320140;29360000;;;AV NOSSA SENHORA DA PENHA;29/08/2019;(28)35423100;;saudepmc@escelsa.com.br;M;;016;;411
-40,6310003775325;-19,5389991497299;"""""";US2 HONORIO FRAGA CONEGO GEHARD MEYERS;S/N;2446286;;Colatina;Municipal;;HONORIO FRAGA;320150;29704670;;;RUA ANTONIO PERUTTI;25/06/2019;(27) 3711-9550;;saude.ecaa@uol.com.br;M;;001;;412
-40,6310003775325;-19,5389991497299;"""""";US2 MARIA DAS GRACAS ANTONIO PANCIERE;S/N;2446308;;Colatina;Municipal;;MARIA DAS GRACAS;320150;29705080;;;TRAVAESSA ANTONIO ZAGO;25/06/2019;(27) 3721-8118;;saude.ecaa@uol.com.br;M;;001;;413
-40,6310003775325;-19,5389991497299;"""""";US2 CARLOS GERMANO NAUMANN ULDERICO GIACOMIN;S/N;2446340;;Colatina;Municipal;;CARLOS GERM NAUMANN;320150;29702120;;;RUA ATILIO MORELATO;25/06/2019;(27) 3723-7762;;saude.ecaa@uol.com.br;M;;001;;414
-40,6310003775325;-19,5389991497299;"""""";UBS SAO SILVANO SILAS DE ALMEIDA REIS;69;2446359;;Colatina;Municipal;;SAO SILVANO;320150;29702120;;;RUA JACINTO BASSETTI;04/01/2019;(27) 3721-2682;;saude.ecaa@uol.com.br;M;;016;;415
-40,6287996678343;-19,5362996807227;"""""";US3 CENTRO POLICLINICA;S/N;2446324;;Colatina;Municipal;;CENTRO;320150;29702120;;;RUA SANTA MARIA;23/10/2019;(27) 3711-1465;;"""""";M;;016;;416
-41,0163506958868;-19,5119580253978;"""""";USF NESF I;S/N;6299091;;Baixo Guandu;Municipal;;CENTRO;320080;29730000;;;RUA HUGO LOPES NALLE;30/09/2019;"""""";;larissarigamonte@hotmail.com;M;;016;;417
-41,2030004115618;-20,6060041660245;"""""";VIGILANCIA SANITARIA DE CASTELO;57;6754112;;Castelo;Municipal;;SANTO ANDREZINHO;320140;29360000;;;RUA JOSE ALVES RANGEL;26/08/2019;(28) 35428550;;visacastelo@yahoo.com.br;M;;021;;418
-41,6826505046143;-20,6208567917762;"""""";SECRETARIA MUNICIPAL DE SAUDE;S/N;6439357;;Divino de São Lourenço;Municipal;;SANTA CRUZ;320180;29590000;;;AV PEDRO BATISTA DE AGUIAR;04/07/2019;28-35511300;;"""""";M;;002;;419
-40,304264557724;-20,363443499071;"""""";UNIDADE DE SAUDE DE COQUEIRAL DE ITAPARICA;S/N;2485885;;Vila Velha;Municipal;;COQUEIRAL ITAPARICA;320520;29100290;;;RUA JOSE FELIX CHEIN;02/09/2019;(27)33819033;;"""""";M;;001;;420
-40,3257262424741;-20,4254568429516;"""""";UNIDADE DE SAUDE DA FAMILIA DE BARRA DO JUCU;S/N;2485869;;Vila Velha;Municipal;;BARRA DO JUCU;320520;29125024;;;RUA VASCO COUTINHO;04/12/2019;(27)32606478;;usbarradojucu@vilavelha.es.gov.br;M;;001;;421
-40,503410312361;-20,3697015346017;"""""";PENITENCIARIA DE SEGURANCA MAXIMA I PSMAI;01;6396518;;Viana;Estadual;;VIANA;320510;29132690;;;RODOVIA BR 262 KM 20;30/10/2019;027 32557045;;segurancadopaciente@sejus.es.gov.br;E;;001;;422
-40,5159999525556;-18,0930004195949;"""""";UMIM UNIDADE MISTA DE INTERNACAO DE MUCURICI ES;117;6426131;;Mucurici;Municipal;;CENTRO;320360;29880000;;;PCA VERDEVAL FERREIRA;18/09/2019;27-37511056;;avaniasinacio@hotmail.com;M;;006;;423
-41,5342859384559;-20,7601266471481;"""""";PROGRAMA SAUDE DA MULHER;S/N;6376894;;Alegre;Municipal;;CENTRO;320020;29500000;;;RUA ANTONIO MARINS;28/05/2019;"""""";;"""""";M;;016;;424
-40,1865023965382;-20,0361867207091;"""""";UNIDADE DE SAUDE DA FAMILIA DE PRAIA GRANDE;S/N;2652838;;Fundão;Municipal;;NOSSA SENHORA DA PEN;320220;29185000;;;RUA SOLIMOES LOTEAMENTO;26/07/2019;(27)32531322;;"""""";M;;001;;425
-41,6031642537857;-20,5485771659893;"""""";UNIDADE SANITARIA DE BOA VISTA;S/N;2447754;;Alegre;Municipal;;BOA VISTA;320020;29500000;;;RUA PRINCIPAL;25/06/2019;35522485;;"""""";M;;001;;426
-41,5948711945108;-20,7627251621106;"""""";ESF DO DISTRITO DE CELINA;S/N;2447789;;Alegre;Municipal;;CELINA;320020;29510000;;;RUA EMPERILIO DE SOUZA MOREIRA;16/05/2019;"""""";;sms.alegre@saude.es.gov.br;M;;001;;427
-41,4542486228729;-20,6924106407147;"""""";UNIDADE SANITARIA DE SANTA ANGELICA;S/N;2447819;;Alegre;Municipal;;SANTA ANGELICA;320020;29500000;;;RUA PRINCIPAL;06/11/2019;(28)35522485;;sms.alegre@saude.es.gov.br;M;;001;;428
-41,531281417753;-20,7607127121439;"""""";PRONTO SOCORRO GERAL;S/N;2448025;;Alegre;Municipal;;CENTRO;320020;29500000;;;AV DR OLIVIO CORREA PEDROSA;07/11/2019;(28)35522153;;sms.alegre@saude.es.gov.br;M;;008;;429
-40,3156262015718;-20,3502943483386;"""""";UNIDADE DE SAUDE DA FAMILIA DO IBES;S/N;2358298;;Vila Velha;Municipal;;IBES;320520;29108630;;;PRACA ASSIS CHATEAU BRIAN;13/09/2019;(27)33222901;;usibes@vilavelha.es.gov.br;M;;001;;430
-40,3011504273499;-20,3327131211632;"""""";HOSPITAL ANTONIO BEZERRA DE FARIAS;S/N;2546957;;Vila Velha;Estadual;;CENTRO;320520;29100060;;;RUA LIBERALINO LIMA;25/10/2019;(27)36363512;;"""""";E;;006;;431
-40,2919998803526;-20,3299983462963;"""""";HOSPITAL INFANTIL E MATERNIDADE DR ALZIR BERNADINO ALVES;918;2678179;;Vila Velha;Estadual;;SOTECO;320520;29106010;;;AV MINISTRO SALGADO FILHO;05/12/2019;(27)31395238;;"""""";E;;006;;432
-40,2966128574005;-20,3141626914912;"""""";UNIDADE DE VIGILANCIA SANITARIA;220;2485796;;Vitória;Municipal;;ENSEADA DO SUA;320530;29050480;;;RUA VITORIO NUNES DA MOTTA;18/06/2019;(27)32234048;;dvisa@vitoria.es.gov.br;M;;003;;433
-40,299460525396;-20,3145571503698;"""""";PRONTO ATENDIMENTO PRAIA DO SUA;S/N;2675110;;Vitória;Municipal;;PRAIA DO SUA;320530;29052190;;;RUA ALMIRANTE BARROSO;02/07/2019;(27)33253380;;papraiadosua@correio1.vitoria.es.gov.br;M;;008;;434
-40,8561907650678;-19,8036973471076;"""""";UNIDADE SANITARIA DA SEDE;132;2444941;;Itaguaçu;Municipal;;CENTRO;320270;29690000;;;AVN 17 DE FEVEREIRO;02/09/2019;(27)37251778;;sms.itaguacu@saude.es.gov.br;M;;016;;435
-40,864773747318;-19,8013225519261;"""""";UNIDADE SANITARIA DO BARRO PRETO;974;2444968;;Itaguaçu;Municipal;;FLORENCIO HERZOG;320270;29690000;;;RUA HERIVAN RODRIGUES DA SILVA;02/09/2019;(27)37251105;;sms.itaguacu@saude.es.gov.br;M;;001;;436
-40,6064909226639;-19,9398580743135;"""""";ESF ALVORADA APARECIDINHA SANTA TERESA ES;789;6479723;;Santa Teresa;Municipal;;VILA NOVA;320460;29650000;;;AVENIDA BARAO ORLANDO BONFIM;20/11/2019;2732593050;;esfalvorada@santateresa.es.gov.br;M;;001;;437
-41,155802504632;-20,8321063831421;"""""";UNIDADE BASICA DE SAUDE DO BNH DE CIMA;S/N;2547732;;Cachoeiro de Itapemirim;Municipal;;BNH DE CIMA;320120;29313280;;;RUA ADRIAO COELHO FILHO;04/11/2019;(28)3155 - 5418;;semus@cachoeiro.es.gov.br.;M;;001;;438
-41,1614670362343;-20,8416439665482;"""""";CENTRO MUNICIPAL DE REABILITACAO FISICA CEMURF;S/N;2547716;;Cachoeiro de Itapemirim;Municipal;;MARBRASA;320120;29313713;;;RUA JOAO BOSCO FIORIO;14/11/2019;(28) 3521-2071;;semus@cachoeiro.es.gov.br;M;;015;;439
-41,1583103594467;-20,8421895219368;"""""";POLICLINICA MUNICIPAL BOLIVAR DE ABREU;7;2547767;;Cachoeiro de Itapemirim;Municipal;;GUANDU;320120;29300500;;;AV JONES DOS SANTOS NEVES;25/10/2019;(28)31555252;;subsecretaria.sas@gmail.com;M;;016;;440
-40,8414007976474;-21,0453854536501;"""""";ESF MARATAIZES II;1000;2547430;;Marataízes;Municipal;;ESPLANADA;320332;29345000;;;RUA DR MURILO SILVA;08/07/2019;(28)35324587;;"""""";M;;001;;441
-40,7535513224465;-20,3879085396;"""""";U SAUDE DA FAMILIA DE SOIDO DE BAIXO ANTONIO JOSE KLEIN;S/N;2675188;;Marechal Floriano;Municipal;;SOIDO DE BAIXO;320334;29255000;;;RUA PROJETADA;27/05/2019;027 32882447;;saude@marechalfloriano.es.gov.br;M;;016;;442
-40,6801366294623;-20,4257131201758;"""""";UNIDADE DE SAUDE DA FAMILIA SANTA RITA;S/N;2678160;;Marechal Floriano;Municipal;;SANTA RITA;320334;29255000;;;RUA GUSTAVO HERTEL;28/05/2019;027 32882447;;saude@marechalfloriano.es.gov.br;M;;016;;443
-40,2632485477191;-18,1950206878041;"""""";ESF 2 VINHATICO;S/N;2484005;;Montanha;Municipal;;VINHATICO;320350;29894000;;;RUA DILIO PENEDO;03/09/2019;27-99633-9992;;"""""";M;;001;;444
-40,1730911201795;-18,1057654535208;"""""";ESF 5 SAO SEBASTIAO DO NORTE;0001;2627949;;Montanha;Municipal;;SAO SEBASTIAO DO NOR;320350;29890000;;;SAO SEBASTIAO DO NORTE;03/09/2019;(27)3754-6078;;"""""";M;;001;;445
-41,023636298207;-20,8081142365721;"""""";UNIDADE DE APOIO DE POCO DANTAS;S/N;2547198;;Vargem Alta;Municipal;;POCO DANTAS;320503;29295000;;;POCO DANTAS;26/07/2019;(28)35281123;;pmvasaude@escelsa.com.br;M;;001;;446
-41,0063521740499;-20,672308320204;"""""";UNIDADE BASICA DE SAUDE DE VARGEM ALTA;S/N;2448068;;Vargem Alta;Municipal;;CENTRO;320503;29295000;;;RUA EUPIDIO QUINTINO;01/10/2019;(28)35281123;;saude.valta@outlook.com;M;;001;;447
-39,9476626738535;-18,6973105497968;"""""";USF THEODOLINDA QUIMQUIM MARTINS KM29;S/N;2484196;;São Mateus;Municipal;;KM 29;320490;29947010;;;ROD MIGUEL CURRY CARNEIRO ES 381 KM 29;05/08/2019;(27)37631336;;"""""";M;;001;;448
-41,5359997620468;-20,3459947643842;"""""";UNIDADE SAUDE DO QUILOMBO;S/N;2628120;;Iúna;Municipal;;QUILOMBO;320300;29390000;;;RUA JOSE PEDRO GONCALVES;23/08/2019;(28)35451755;;sms.iuna@saude.es.gov.br;M;;001;;449
-41,1980000982693;-20,9140031420908;"""""";UNIDADE DE SAUDE DA FAMILIA CENTRO ARGEU CAMARGO TEIXEIRA;03;2485443;;Atílio Vivacqua;Municipal;;CENTRO;320070;29490000;;;RUA FLORCINDA LEAL;24/10/2019;(28)35381509;;saude@pmav.es.gov.br;M;;001;;450
-40,0794049726787;-18,2617882375309;"""""";UNIDADE DE SAUDE FLORESTA DO SUL;S/N;8004471;;Pedro Canário;Municipal;;FLORESTA DO SUL;320405;29970000;;;RUA ASSEMBLEIA;21/10/2019;(27)37641610;;apspc@hotmail.com;M;;016;;451
-40,2501477449599;-20,1517209246416;"""""";ESF DE PLANALTO SERRANO BLOCO B;S/N;6206107;;Serra;Municipal;;PLANALTO SERRANO BLO;320500;29178520;;;AVENIDA BRASILIA;19/08/2019;(27) 3291-8050;;ubs.planaltoserranobb.sesa@serra.es.gov.br;M;;016;;452
-40,6035055364286;-19,9317182979292;"""""";ESF DE SAO LOURENCO TABOCAS SANTA TERESA ES;S/N;6479715;;Santa Teresa;Municipal;;CENTRO;320460;29650000;;;RUA CORONEL AVANCINI;20/11/2019;2732591599;;esftabocas@santateresa.es.gov.br;M;;001;;453
-40,4840185583532;-20,5474561332701;"""""";UNIDADE BASICA DE SAUDE DE BARRO BRANCO;S/N;3467651;;Guarapari;Municipal;;BARRO BRANCO;320240;29226400;;;RUA BARRO BRANCO;05/08/2019;(27)32615686;;"""""";M;;001;;454
-40,5063503831994;-20,6729040466256;"""""";CENTRO DE ATENCAO PSICOSSOCIAL DE GUARAPARI CAPS II;598;3467678;;Guarapari;Municipal;;CENTRO;320240;29200186;;;RUA PREFEITO EPAMINONDAS DE ALMEIDA;29/10/2019;(27)32622956;;"""""";M;;017;;455
